;notas_gerais;sexo;cor;renda;colegio_do_ensino_medio;familiar_ensino_superior
9214;50.6;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9215;46.4;M;parda;menor que 1.5 salarios;todo em escola publica;A
9216;21.5;M;preta;entre 6 e 3 salarios;todo em escola publica;A
9217;29.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9218;62.1;M;parda;menor que 1.5 salarios;todo em escola publica;B
9219;32.7;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9220;29.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
9222;24.3;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9223;31.8;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9224;20.1;F;parda;menor que 1.5 salarios;todo em escola publica;B
9225;38.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
9226;38.4;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9227;24.0;F;branca;menor que 1.5 salarios;todo em escola publica;A
9228;45.8;F;parda;menor que 1.5 salarios;todo em escola publica;B
9230;32.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9231;28.7;F;parda;menor que 1.5 salarios;todo em escola publica;A
9232;22.8;F;parda;menor que 1.5 salarios;todo em escola publica;B
9233;34.2;M;preta;menor que 1.5 salarios;todo em escola publica;B
9234;43.2;F;parda;menor que 1.5 salarios;todo em escola publica;A
9235;42.5;M;parda;entre 1.5 e 3 salarios;todo em escola privada;A
9236;41.4;M;parda;menor que 1.5 salarios;todo em escola publica;A
9237;42.8;F;branca;entre 10 e 30 salarios;parte no brasil e parte no exterior;A
9239;65.0;M;parda;entre 6 e 3 salarios;todo em escola privada;A
9240;56.4;F;branca;entre 10 e 30 salarios;todo em escola privada;A
9241;41.1;M;branca;maior que 30 salarios;todo em escola privada;A
9244;34.9;F;amarela;entre 10 e 30 salarios;todo em escola privada;A
9245;19.9;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9246;26.6;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9247;46.4;F;branca;entre 10 e 30 salarios;maior parte em escola privada;A
9248;44.3;M;branca;maior que 30 salarios;maior parte em escola privada;A
9251;31.2;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9252;64.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9253;26.1;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9254;62.1;M;branca;entre 6 e 3 salarios;todo em escola privada;B
9255;29.3;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9257;46.6;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9258;53.4;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9259;33.8;M;branca;entre 6 e 3 salarios;todo em escola publica;A
9261;31.2;M;parda;maior que 30 salarios;todo em escola privada;A
9262;47.7;M;branca;entre 3 e 4.5 salarios;todo em escola privada;B
9263;48.0;M;branca;maior que 30 salarios;todo em escola privada;A
9264;26.9;M;preta;menor que 1.5 salarios;todo em escola publica;A
9265;59.5;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9266;46.8;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9267;28.4;M;branca;maior que 30 salarios;todo em escola privada;A
9268;40.0;F;branca;entre 10 e 30 salarios;todo em escola privada;A
9269;41.7;M;preta;entre 1.5 e 3 salarios;todo em escola publica;A
9270;32.6;F;branca;entre 6 e 3 salarios;maior parte em escola privada;A
9271;36.0;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
9272;33.6;F;parda;entre 6 e 3 salarios;todo em escola privada;B
9273;26.3;F;parda;entre 4.5 e 6 salarios;todo em escola publica;A
9274;35.3;F;branca;entre 6 e 3 salarios;todo em escola privada;A
9275;58.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9276;32.5;F;preta;entre 3 e 4.5 salarios;todo em escola publica;B
9277;30.8;F;branca;entre 10 e 30 salarios;todo em escola privada;A
9278;60.1;M;branca;menor que 1.5 salarios;todo em escola publica;A
9279;39.6;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9280;12.4;F;branca;entre 6 e 3 salarios;todo em escola privada;A
9281;50.5;F;branca;menor que 1.5 salarios;todo em escola publica;A
9282;32.5;F;parda;entre 6 e 3 salarios;todo em escola publica;A
9283;38.6;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9284;42.3;M;branca;menor que 1.5 salarios;todo em escola publica;A
9285;45.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9286;48.2;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9287;41.3;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9288;31.6;F;preta;entre 6 e 3 salarios;todo em escola privada;B
9289;41.7;F;branca;entre 6 e 3 salarios;todo em escola privada;A
9290;24.2;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9292;29.6;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9294;35.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9295;46.1;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9296;32.3;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9297;38.1;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9299;39.2;M;branca;menor que 1.5 salarios;todo em escola privada;B
9300;30.5;M;branca;entre 1.5 e 3 salarios;maior parte em escola privada;A
9301;32.2;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9304;58.8;M;branca;entre 1.5 e 3 salarios;maior parte em escola publica;A
9305;31.5;F;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9306;37.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9308;25.1;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9309;52.7;M;parda;menor que 1.5 salarios;todo em escola privada;A
9310;58.6;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9311;45.3;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9312;34.8;F;branca;entre 1.5 e 3 salarios;todo em escola privada;A
9313;55.3;F;preta;entre 3 e 4.5 salarios;todo em escola privada;A
9315;36.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9317;45.7;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
9318;25.8;F;branca;menor que 1.5 salarios;todo em escola publica;A
9321;30.3;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9323;38.2;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9324;66.3;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9325;35.8;F;parda;menor que 1.5 salarios;todo em escola publica;B
9328;31.7;M;branca;entre 6 e 3 salarios;maior parte em escola publica;B
9330;37.9;M;branca;entre 4.5 e 6 salarios;todo em escola publica;A
9332;35.4;M;branca;entre 6 e 3 salarios;todo em escola publica;A
9333;44.4;M;amarela;entre 6 e 3 salarios;maior parte em escola publica;A
9334;48.0;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9335;37.7;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9336;61.7;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9337;28.5;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9338;37.8;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9339;39.1;M;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9340;44.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
9341;29.7;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
9343;42.5;F;nsr;entre 1.5 e 3 salarios;maior parte em escola privada;A
9344;41.0;M;branca;maior que 30 salarios;todo em escola privada;A
9345;50.9;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9346;28.1;M;parda;entre 6 e 3 salarios;todo em escola publica;A
9347;26.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9348;31.9;M;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9349;28.1;M;branca;entre 3 e 4.5 salarios;todo em escola privada;A
9350;54.0;M;branca;entre 6 e 3 salarios;maior parte em escola privada;A
9351;30.4;M;branca;entre 6 e 3 salarios;todo em escola publica;A
9353;47.0;M;branca;entre 1.5 e 3 salarios;todo em escola privada;A
9354;25.5;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9356;28.1;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9357;48.2;F;amarela;maior que 30 salarios;todo em escola privada;A
9362;21.6;M;branca;menor que 1.5 salarios;todo em escola publica;A
9366;42.3;M;parda;entre 6 e 3 salarios;todo em escola privada;A
9367;42.7;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9371;51.4;M;nsr;entre 10 e 30 salarios;todo em escola publica;A
9372;54.2;F;branca;entre 10 e 30 salarios;todo em escola privada;A
9373;49.4;M;branca;menor que 1.5 salarios;todo em escola publica;A
9375;52.5;M;preta;entre 6 e 3 salarios;todo em escola publica;A
9376;44.2;F;parda;entre 10 e 30 salarios;todo em escola privada;A
9378;53.4;F;parda;entre 6 e 3 salarios;todo em escola privada;A
9380;45.2;M;branca;menor que 1.5 salarios;todo em escola publica;A
9381;50.3;M;branca;maior que 30 salarios;todo em escola privada;A
9382;74.1;F;branca;maior que 30 salarios;todo em escola privada;A
9383;45.6;M;branca;menor que 1.5 salarios;todo em escola publica;A
9384;65.0;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9386;11.5;F;amarela;menor que 1.5 salarios;todo em escola publica;A
9387;56.1;M;branca;maior que 30 salarios;todo em escola privada;A
9388;24.2;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9389;36.7;M;nsr;entre 1.5 e 3 salarios;todo em escola publica;A
9390;24.4;F;preta;menor que 1.5 salarios;todo em escola publica;B
9391;55.7;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9392;32.2;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9394;41.0;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9395;48.6;F;amarela;entre 1.5 e 3 salarios;todo em escola publica;A
9396;27.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
9397;30.4;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9398;31.3;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9399;35.4;M;branca;menor que 1.5 salarios;todo em escola publica;B
9400;32.6;M;preta;menor que 1.5 salarios;todo em escola publica;A
9401;22.1;M;parda;menor que 1.5 salarios;todo em escola publica;B
9402;31.4;F;parda;menor que 1.5 salarios;todo em escola publica;A
9403;24.4;F;branca;menor que 1.5 salarios;todo em escola publica;A
9404;19.3;F;branca;menor que 1.5 salarios;todo em escola publica;A
9405;9.3;F;parda;menor que 1.5 salarios;todo em escola publica;B
9406;35.9;M;branca;menor que 1.5 salarios;todo em escola publica;B
9407;31.3;M;preta;menor que 1.5 salarios;todo em escola publica;A
9408;51.0;F;parda;menor que 1.5 salarios;todo em escola publica;B
9409;42.5;F;parda;menor que 1.5 salarios;todo em escola publica;A
9410;36.7;F;parda;menor que 1.5 salarios;todo em escola publica;A
9411;27.4;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9412;31.6;F;parda;menor que 1.5 salarios;todo em escola publica;B
9413;20.3;M;parda;entre 1.5 e 3 salarios;todo em escola privada;A
9414;21.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9415;32.5;M;parda;entre 6 e 3 salarios;todo em escola publica;A
9416;27.1;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9417;53.2;F;branca;menor que 1.5 salarios;todo em escola publica;A
9418;14.9;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9419;17.1;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9420;37.3;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9421;47.0;M;parda;menor que 1.5 salarios;todo em escola publica;A
9422;41.6;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9423;13.0;M;parda;menor que 1.5 salarios;todo em escola publica;B
9424;26.1;F;parda;menor que 1.5 salarios;todo em escola publica;B
9425;36.5;F;branca;entre 4.5 e 6 salarios;todo em escola privada;A
9426;34.2;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9427;46.7;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9428;48.7;F;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9429;48.3;F;parda;menor que 1.5 salarios;todo em escola publica;B
9430;20.3;M;branca;entre 1.5 e 3 salarios;todo em escola privada;A
9431;43.6;M;indigena;entre 3 e 4.5 salarios;todo em escola publica;A
9432;31.9;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9434;24.6;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9435;24.9;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9436;23.3;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
9437;27.2;F;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9438;18.5;M;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9439;26.6;F;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9441;22.0;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9442;41.4;M;branca;entre 3 e 4.5 salarios;maior parte em escola privada;A
9443;26.2;F;branca;entre 4.5 e 6 salarios;todo em escola publica;B
9444;45.2;F;parda;menor que 1.5 salarios;todo em escola publica;A
9446;32.4;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9447;35.7;M;parda;menor que 1.5 salarios;todo em escola publica;A
9448;22.7;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9449;38.8;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
9450;21.3;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9451;35.6;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9452;39.4;M;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9453;40.7;F;preta;entre 1.5 e 3 salarios;todo em escola privada;A
9454;41.0;M;branca;menor que 1.5 salarios;todo em escola publica;B
9455;31.2;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9456;23.8;F;amarela;entre 4.5 e 6 salarios;todo em escola publica;A
9457;30.3;M;parda;entre 4.5 e 6 salarios;todo em escola publica;A
9458;33.1;F;branca;entre 4.5 e 6 salarios;todo em escola publica;A
9459;18.3;F;branca;menor que 1.5 salarios;todo em escola publica;B
9460;38.2;M;parda;entre 10 e 30 salarios;todo em escola publica;B
9461;26.2;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
9462;24.2;M;branca;menor que 1.5 salarios;todo em escola publica;B
9463;24.4;M;parda;entre 1.5 e 3 salarios;maior parte em escola privada;A
9464;30.1;F;branca;entre 4.5 e 6 salarios;maior parte em escola privada;A
9465;21.5;F;branca;entre 6 e 3 salarios;todo em escola publica;A
9466;39.3;M;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9467;31.7;M;parda;entre 4.5 e 6 salarios;todo em escola publica;A
9468;20.5;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9469;28.6;F;parda;entre 6 e 3 salarios;todo em escola publica;B
9470;10.3;F;parda;entre 6 e 3 salarios;todo em escola privada;A
9471;37.6;M;preta;entre 3 e 4.5 salarios;todo em escola publica;A
9472;30.5;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9473;56.2;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9474;41.0;M;branca;menor que 1.5 salarios;todo em escola privada;A
9475;13.0;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
9476;28.7;F;preta;menor que 1.5 salarios;todo em escola publica;A
9477;34.0;F;parda;menor que 1.5 salarios;todo em escola publica;A
9478;31.3;M;nsr;entre 10 e 30 salarios;todo em escola privada;A
9479;40.7;F;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9480;33.1;M;parda;entre 6 e 3 salarios;todo em escola privada;A
9481;21.0;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9482;37.5;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9483;18.5;F;preta;entre 1.5 e 3 salarios;todo em escola publica;B
9484;36.2;F;parda;menor que 1.5 salarios;todo em escola publica;A
9485;37.5;M;branca;entre 6 e 3 salarios;todo em escola privada;A
9486;35.5;F;preta;menor que 1.5 salarios;todo em escola publica;A
9487;35.5;F;branca;entre 6 e 3 salarios;todo em escola publica;A
9488;38.2;M;branca;entre 1.5 e 3 salarios;maior parte em escola publica;A
9489;34.3;F;preta;menor que 1.5 salarios;todo em escola publica;A
9490;18.4;F;parda;menor que 1.5 salarios;todo em escola publica;A
9491;37.4;F;branca;entre 3 e 4.5 salarios;todo em escola privada;A
9492;45.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;B
9494;23.6;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9495;37.8;F;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9496;48.7;M;parda;entre 4.5 e 6 salarios;todo em escola publica;A
9497;46.8;M;amarela;entre 4.5 e 6 salarios;todo em escola publica;A
9498;47.3;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9499;51.7;M;parda;entre 10 e 30 salarios;todo em escola privada;A
9500;37.7;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9501;46.8;M;parda;entre 4.5 e 6 salarios;todo em escola publica;A
9502;45.9;F;branca;menor que 1.5 salarios;todo em escola privada;B
9503;31.4;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
9504;51.6;M;preta;entre 4.5 e 6 salarios;todo em escola publica;A
9505;38.0;M;branca;entre 4.5 e 6 salarios;todo em escola privada;A
9506;40.7;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9507;34.5;F;preta;entre 3 e 4.5 salarios;todo em escola publica;A
9508;27.5;F;parda;entre 6 e 3 salarios;todo em escola privada;A
9509;34.2;F;parda;entre 4.5 e 6 salarios;todo em escola privada;A
9510;43.0;M;preta;entre 4.5 e 6 salarios;todo em escola privada;A
9511;21.9;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9512;42.1;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9513;24.2;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9514;41.2;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9515;43.4;F;parda;menor que 1.5 salarios;todo em escola publica;A
9516;41.9;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
9517;26.1;M;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9518;32.0;M;preta;entre 3 e 4.5 salarios;todo em escola privada;A
9519;40.0;F;parda;entre 1.5 e 3 salarios;todo em escola publica;A
9520;38.3;M;branca;entre 1.5 e 3 salarios;todo em escola privada;A
9521;22.4;M;preta;entre 3 e 4.5 salarios;todo em escola publica;A
9522;39.0;F;parda;entre 1.5 e 3 salarios;todo em escola privada;A
9523;38.8;F;preta;entre 1.5 e 3 salarios;todo em escola publica;A
9524;54.1;M;parda;entre 10 e 30 salarios;todo em escola privada;A
9525;30.9;F;parda;menor que 1.5 salarios;todo em escola publica;A
9526;22.2;M;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9527;45.9;M;parda;entre 4.5 e 6 salarios;todo em escola privada;B
9528;46.9;M;preta;menor que 1.5 salarios;todo em escola publica;A
9529;50.1;M;preta;menor que 1.5 salarios;todo em escola publica;B
9530;44.1;F;parda;entre 3 e 4.5 salarios;todo em escola privada;A
9532;43.2;M;branca;entre 1.5 e 3 salarios;todo em escola privada;A
9533;24.2;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9534;24.2;F;parda;menor que 1.5 salarios;todo em escola publica;B
9535;21.1;F;parda;entre 6 e 3 salarios;todo em escola privada;A
9536;53.2;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9537;29.7;F;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9538;20.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9539;32.9;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9540;36.7;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9541;33.7;M;branca;menor que 1.5 salarios;todo em escola publica;A
9542;29.2;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9543;41.4;M;branca;entre 6 e 3 salarios;todo em escola publica;B
9544;39.9;M;branca;entre 1.5 e 3 salarios;todo em escola publica;A
9545;40.8;M;parda;entre 3 e 4.5 salarios;todo em escola publica;B
9546;39.3;F;parda;entre 4.5 e 6 salarios;todo em escola publica;B
9547;30.6;M;parda;entre 3 e 4.5 salarios;todo em escola publica;A
9548;14.0;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9549;23.0;F;branca;entre 3 e 4.5 salarios;todo em escola publica;A
9550;26.4;M;branca;entre 3 e 4.5 salarios;todo em escola publica;B
9552;39.0;M;branca;entre 10 e 30 salarios;todo em escola privada;A
9553;34.8;F;branca;entre 1.5 e 3 salarios;todo em escola publica;B
